TeamID,SEASON,LeagueID,PLAYER,NICKNAME,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,HOW_ACQUIRED
1611661324,2024,10,Bridget Carleton,Bridget,bridget-carleton,6,F,6-1,177,"MAY 22, 1997",27.0,5,Iowa State,1629524,
1611661324,2024,10,Alanna Smith,Alanna,alanna-smith,8,F,6-4,183,"SEP 10, 1996",28.0,5,Stanford,1629501,
1611661324,2024,10,Cecilia Zandalasini,Cecilia,cecilia-zandalasini,9,F,6-2,175,"MAR 16, 1996",28.0,2,PF Schio,1628508,
1611661324,2024,10,Courtney Williams,Courtney,courtney-williams,10,G,5-8,142,"MAY 11, 1994",30.0,8,South Florida,1627675,
1611661324,2024,10,Dorka Juhász,Dorka,dorka-juhász,14,F,6-5,191,"DEC 18, 1999",24.0,1,Connecticut,1641657,
1611661324,2024,10,Kayla McBride,Kayla,kayla-mcbride,21,G,5-11,179,"JUN 25, 1992",32.0,10,Notre Dame,203825,
1611661324,2024,10,Myisha Hines-Allen,Myisha,myisha-hines-allen,22,F,6-1,200,"MAY 30, 1995",29.0,6,Louisville,1628899,
1611661324,2024,10,Napheesa Collier,Napheesa,napheesa-collier,24,F,6-1,173,"SEP 23, 1996",28.0,5,Connecticut,1629483,
1611661324,2024,10,Alissa Pili,Alissa,alissa-pili,35,F,6-2,235,"JUN 08, 2001",23.0,R,Utah,1642293,
1611661313,2024,10,Jaylyn Sherrod,Jaylyn,jaylyn-sherrod,0,G,5-7,,"OCT 21, 2001",23.0,R,Colorado,1642320,
1611661313,2024,10,Marquesha Davis,Marquesha,marquesha-davis,1,G,6-0,,"MAY 29, 2001",23.0,R,Mississippi,1642301,
1611661313,2024,10,Kennedy Burke,Kennedy,kennedy-burke,2,G-F,6-1,182,"FEB 14, 1997",27.0,4,UCLA,1629568,
1611661313,2024,10,Kayla Thornton,Kayla,kayla-thornton,5,F,6-1,190,"OCT 20, 1992",32.0,8,Texas-El Paso,203866,
1611661313,2024,10,Nyara Sabally,Nyara,nyara-sabally,8,C,6-5,204,"FEB 26, 2000",24.0,1,Oregon,1631055,
1611661313,2024,10,Leonie Fiebich,Leonie,leonie-fiebich,13,F,6-4,,"JAN 10, 2000",24.0,R,,1630142,
1611661313,2024,10,Ivana Dojkić,Ivana,ivana-dojkić,18,G,5-11,154,"DEC 24, 1997",26.0,1,                                   ,1641602,
1611661313,2024,10,Sabrina Ionescu,Sabrina,sabrina-ionescu,20,G,5-11,165,"DEC 06, 1997",26.0,4,Oregon,1629477,
1611661313,2024,10,Courtney Vandersloot,Courtney,courtney-vandersloot,22,G,5-8,137,"FEB 08, 1989",35.0,13,Gonzaga,202664,
1611661313,2024,10,Breanna Stewart,Breanna,breanna-stewart,30,F,6-4,170,"AUG 27, 1994",30.0,7,Connecticut,1627668,
