GAME_ID,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,PLUS_MINUS
1022300219,1611661319,Aces,LVA,Las Vegas,Starters,143.000000:33,29,59,0.492,6,19,0.316,19,21,0.905,9,20,29,23,6,3,7,8,83
1022300219,1611661319,Aces,LVA,Las Vegas,Bench,49.000000:44,6,15,0.4,4,10,0.4,4,4,1.0,0,9,9,3,3,0,1,5,20
1022300200,1611661319,Aces,LVA,Las Vegas,Starters,160.000000:56,30,57,0.526,6,17,0.353,18,18,1.0,5,24,29,20,4,5,14,13,84
1022300200,1611661319,Aces,LVA,Las Vegas,Bench,13.000000:41,1,6,0.167,1,2,0.5,0,0,0.0,1,0,1,0,0,0,0,1,3
1022300200,1611661329,Sky,CHI,Chicago,Starters,157.000000:37,28,57,0.491,8,19,0.421,5,6,0.833,7,19,26,19,6,0,14,14,69
1022300200,1611661329,Sky,CHI,Chicago,Bench,42.000000:23,7,20,0.35,1,8,0.125,3,4,0.75,3,4,7,4,2,0,2,1,18
1022300180,1611661313,Liberty,NYL,New York,Starters,157.000000:12,30,60,0.5,11,25,0.44,12,15,0.8,6,19,25,30,5,5,7,11,83
1022300180,1611661313,Liberty,NYL,New York,Bench,42.000000:48,7,12,0.583,1,4,0.25,2,4,0.5,4,6,10,2,2,0,1,6,17
1022300180,1611661325,Fever,IND,Indiana,Starters,133.000000:10,25,51,0.49,6,13,0.462,11,12,0.917,4,14,18,13,2,2,7,12,67
1022300180,1611661325,Fever,IND,Indiana,Bench,66.000000:50,8,20,0.4,1,5,0.2,5,7,0.714,4,10,14,5,0,2,4,5,22
1022300139,1611661320,Sparks,LAS,Los Angeles,Starters,161.000000:50,28,58,0.483,6,13,0.462,11,12,0.917,5,13,18,15,6,5,9,12,73
1022300139,1611661320,Sparks,LAS,Los Angeles,Bench,38.000000:10,3,13,0.231,0,3,0.0,0,0,0.0,1,6,7,2,3,0,2,1,6
1022300139,1611661325,Fever,IND,Indiana,Starters,146.000000:35,26,51,0.51,5,17,0.294,11,12,0.917,4,15,19,19,4,2,12,11,68
1022300139,1611661325,Fever,IND,Indiana,Bench,53.000000:25,2,13,0.154,1,5,0.2,5,6,0.833,4,12,16,1,0,2,3,4,10
1022300130,1611661328,Storm,SEA,Seattle,Starters,106.000000:30,12,35,0.343,0,7,0.0,10,11,0.909,3,10,13,8,6,0,6,8,34
1022300130,1611661328,Storm,SEA,Seattle,Bench,76.000000:20,12,19,0.632,3,5,0.6,2,3,0.667,1,9,10,4,3,1,11,13,29
1022300130,1611661329,Sky,CHI,Chicago,Starters,136.000000:15,22,53,0.415,6,14,0.429,18,21,0.857,14,25,39,12,5,3,13,14,68
1022300130,1611661329,Sky,CHI,Chicago,Bench,49.000000:20,4,13,0.308,2,7,0.286,5,7,0.714,3,1,4,4,4,0,6,2,15
1022300102,1611661328,Storm,SEA,Seattle,Starters,118.000000:17,17,40,0.425,6,15,0.4,12,14,0.857,4,10,14,10,5,2,11,11,52
1022300102,1611661328,Storm,SEA,Seattle,Bench,79.000000:29,9,25,0.36,2,9,0.222,1,3,0.333,4,12,16,7,3,1,9,5,21
1022300102,1611661323,Sun,CON,Connecticut,Starters,131.000000:11,27,43,0.628,8,11,0.727,12,13,0.923,2,15,17,17,7,4,9,11,74
1022300102,1611661323,Sun,CON,Connecticut,Bench,68.000000:49,7,20,0.35,1,2,0.5,4,4,1.0,4,9,13,7,3,3,8,7,19
1022300077,1611661328,Storm,SEA,Seattle,Starters,115.000000:04,22,44,0.5,7,18,0.389,10,11,0.909,5,16,21,13,6,0,6,11,61
1022300077,1611661328,Storm,SEA,Seattle,Bench,84.000000:56,10,24,0.417,6,14,0.429,10,11,0.909,5,7,12,10,3,3,5,10,36
1022300077,1611661317,Mercury,PHO,Phoenix,Starters,118.000000:57,14,34,0.412,2,11,0.182,13,16,0.813,2,15,17,13,3,2,12,9,43
1022300077,1611661317,Mercury,PHO,Phoenix,Bench,48.000000:28,9,15,0.6,2,4,0.5,2,2,1.0,2,4,6,1,0,0,4,5,22
1022300176,1611661320,Sparks,LAS,Los Angeles,Starters,158.000000:29,26,53,0.491,5,14,0.357,20,24,0.833,2,20,22,18,7,2,8,15,77
1022300176,1611661320,Sparks,LAS,Los Angeles,Bench,41.000000:31,2,9,0.222,0,1,0.0,4,4,1.0,2,6,8,2,1,0,4,6,8
1022300176,1611661330,Dream,ATL,Atlanta,Starters,151.000000:51,18,45,0.4,3,16,0.188,14,16,0.875,3,18,21,13,4,5,11,21,53
1022300176,1611661330,Dream,ATL,Atlanta,Bench,12.000000:26,1,3,0.333,0,2,0.0,0,0,0.0,1,5,6,1,0,0,1,4,2
1022300158,1611661322,Mystics,WAS,Washington,Starters,151.000000:58,17,50,0.34,3,17,0.176,10,11,0.909,2,20,22,20,8,0,9,13,47
1022300158,1611661322,Mystics,WAS,Washington,Bench,27.000000:08,7,12,0.583,2,5,0.4,1,1,1.0,0,1,1,2,0,0,1,4,17
1022300158,1611661320,Sparks,LAS,Los Angeles,Starters,128.000000:55,17,43,0.395,4,12,0.333,10,14,0.714,5,26,31,14,2,0,13,15,48
1022300158,1611661320,Sparks,LAS,Los Angeles,Bench,67.000000:36,11,23,0.478,3,4,0.75,4,4,1.0,6,5,11,3,1,2,3,5,29
1022300117,1611661324,Lynx,MIN,Minnesota,Starters,104.000000:32,15,43,0.349,3,13,0.231,4,7,0.571,5,7,12,9,3,1,8,9,37
1022300117,1611661324,Lynx,MIN,Minnesota,Bench,95.000000:28,13,27,0.481,3,10,0.3,1,1,1.0,5,11,16,7,1,2,7,7,30
1022300117,1611661321,Wings,DAL,Dallas,Starters,157.000000:59,35,65,0.538,10,22,0.455,11,15,0.733,11,24,35,28,9,1,6,10,91
1022300117,1611661321,Wings,DAL,Dallas,Bench,26.000000:03,5,11,0.455,0,4,0.0,2,2,1.0,1,4,5,2,0,3,1,2,12
1022300060,1611661324,Lynx,MIN,Minnesota,Starters,148.000000:51,20,35,0.571,3,12,0.25,14,21,0.667,4,17,21,10,5,4,12,8,57
1022300060,1611661324,Lynx,MIN,Minnesota,Bench,51.000000:09,7,18,0.389,3,7,0.429,3,4,0.75,0,8,8,9,1,0,2,9,20
1022300060,1611661320,Sparks,LAS,Los Angeles,Starters,146.000000:24,21,48,0.438,7,18,0.389,8,12,0.667,5,20,25,16,4,1,8,13,57
1022300060,1611661320,Sparks,LAS,Los Angeles,Bench,53.000000:36,5,12,0.417,2,8,0.25,3,4,0.75,0,3,3,2,2,0,4,11,15
1022300213,1611661317,Mercury,PHO,Phoenix,Starters,155.000000:21,21,46,0.457,3,6,0.5,6,10,0.6,4,14,18,14,5,3,7,15,51
1022300213,1611661317,Mercury,PHO,Phoenix,Bench,23.000000:47,5,5,1.0,3,3,1.0,0,0,0.0,0,6,6,1,0,0,1,4,13
1022300213,1611661323,Sun,CON,Connecticut,Starters,152.000000:57,18,46,0.391,8,14,0.571,16,22,0.727,5,19,24,15,6,3,9,8,60
1022300213,1611661323,Sun,CON,Connecticut,Bench,47.000000:03,6,9,0.667,4,4,1.0,8,8,1.0,1,5,6,3,2,1,2,8,24
1022300120,1611661324,Lynx,MIN,Minnesota,Starters,152.000000:48,21,54,0.389,5,20,0.25,17,21,0.81,5,27,32,10,4,4,8,11,64
1022300120,1611661324,Lynx,MIN,Minnesota,Bench,47.000000:12,4,12,0.333,1,2,0.5,0,0,0.0,2,3,5,2,1,0,5,6,9
1022300120,1611661330,Dream,ATL,Atlanta,Starters,142.000000:34,21,53,0.396,9,24,0.375,7,9,0.778,4,19,23,19,3,3,7,12,58
1022300120,1611661330,Dream,ATL,Atlanta,Bench,57.000000:26,8,19,0.421,4,9,0.444,4,6,0.667,4,10,14,5,2,1,5,9,24
1022300018,1611661325,Fever,IND,Indiana,Starters,130.000000:32,24,54,0.444,8,21,0.381,6,7,0.857,7,20,27,12,2,0,12,14,62
1022300018,1611661325,Fever,IND,Indiana,Bench,55.000000:02,7,16,0.438,3,8,0.375,1,1,1.0,0,7,7,7,4,0,0,5,18
1022300018,1611661330,Dream,ATL,Atlanta,Starters,141.000000:44,22,51,0.431,8,18,0.444,19,24,0.792,4,15,19,11,2,3,4,14,71
1022300018,1611661330,Dream,ATL,Atlanta,Bench,58.000000:16,3,14,0.214,0,2,0.0,10,10,1.0,3,7,10,5,0,1,7,4,16
1022300183,1611661321,Wings,DAL,Dallas,Starters,154.000000:22,30,65,0.462,8,18,0.444,8,16,0.5,14,15,29,16,8,4,8,13,76
1022300183,1611661321,Wings,DAL,Dallas,Bench,45.000000:38,6,9,0.667,0,1,0.0,7,7,1.0,2,9,11,3,0,6,4,5,19
1022300183,1611661323,Sun,CON,Connecticut,Starters,155.000000:50,20,58,0.345,1,12,0.083,18,23,0.783,15,20,35,10,3,3,10,15,59
1022300183,1611661323,Sun,CON,Connecticut,Bench,44.000000:10,7,13,0.538,2,2,1.0,0,0,0.0,1,1,2,4,2,0,2,5,16
1022300076,1611661319,Aces,LVA,Las Vegas,Starters,156.000000:57,30,56,0.536,10,19,0.526,22,27,0.815,4,18,22,27,4,4,10,10,92
1022300076,1611661319,Aces,LVA,Las Vegas,Bench,43.000000:04,4,8,0.5,1,4,0.25,0,0,0.0,1,8,9,0,2,3,2,4,9
1022300076,1611661325,Fever,IND,Indiana,Starters,139.000000:46,28,55,0.509,5,14,0.357,11,11,1.0,5,20,25,13,8,1,8,14,72
1022300076,1611661325,Fever,IND,Indiana,Bench,57.000000:39,6,11,0.545,1,2,0.5,3,4,0.75,0,6,6,8,0,0,7,8,16
