player_id,player_name,active_flag,rookie_year,last_season,tbd,active_team
100932,"Ohlde, Nicole",0,2004,2010,0,
202278,"Olajuwon, Abi",0,2010,2011,0,
1630446,"Onyenwere, Michaela",1,2021,2024,0,sky
203840,"Orekhova, Inga",0,2014,2015,0,
1642294,"Osborne, Charisma",1,2024,2024,0,mercury
100997,"Osipova, Irina",0,2006,2006,0,
100354,"Owen, Heather",0,1999,2000,0,
100560,"Owens, Shantia",0,2000,2002,0,
201535,"Page, Danielle",0,2008,2008,0,
100199,"Page, Murriel",0,1998,2008,0,
101034,"Paige, Yolanda",0,2005,2005,0,
200740,"Palie, Sabrina",0,2006,2006,0,
100046,"Palmer, Wendy",0,1997,2007,0,
201907,"Paris, Courtney",0,2009,2019,0,
1628917,"Park, JiSu",0,2018,2021,0,
201496,"Parker, Candace",0,2008,2023,0,
204323,"Parker-Tyus, Cheyenne",1,2015,2024,0,dream
1641641,"Parks, Robyn",0,2023,2023,0,
201558,"Pascalau, Florina",0,2008,2008,0,
100070,"Paschal, Tia",0,1998,1998,0,
